"","extinct","occurrences","NoSpecies","K_Numeric","Min_Numeric","C_Numeric","C_Cnumeric","S_Numeric","SC_Numeric","O_Numeric","T_Numeric","M_Numeric","R_Numeric","Re_Numeric","Phylum","MinD_Numeric","MaxD_Numeric","System_Numeric"
"Notothyris",0,33,12,1,3,4,11.19,4,11.78,3,2,5,4,1,"Brachiopoda",1,4,2
"Rostranteris",0,4,2,1,3,4,12.48,4,13.14,3,2,5,4,1,"Brachiopoda",1,2,2
"Fredericksolasma",0,3,2,1,3,3,6.37,3,6.71,1,2,5,4,1,"Brachiopoda",2,2,1
"Derbyia",0,73,10,1,3,4,34.86,4,36.69,3,2,5,4,1,"Brachiopoda",1,4,2
"Alatorthotetina",0,2,1,1,3,4,28.89,4,30.42,2,2,5,4,1,"Brachiopoda",1,1,2
"Meekella",0,142,20,1,3,4,38.67,4,40.7,3,2,5,4,1,"Brachiopoda",1,4,3
"Orthothetina",0,278,14,1,3,4,25.95,4,27.32,2,2,5,4,1,"Brachiopoda",1,4,3
"Perigeyerella",0,41,8,1,3,4,26.63,4,28.03,2,2,5,4,1,"Brachiopoda",1,2,2
"Schellwienella",0,7,2,1,3,4,41.63,4,43.82,2,2,5,4,1,"Brachiopoda",5,0,2
"Kiangsiella",0,2,2,1,3,4,41.3,4,43.47,2,2,5,4,1,"Brachiopoda",1,1,2
"Pseudostreptorhynchus",1,2,2,1,3,4,19,4,20,2,2,5,4,1,"Brachiopoda",2,2,1
"Schuchertella",0,10,2,1,3,4,26.4,4,27.78,2,2,5,4,1,"Brachiopoda",1,4,3
"Streptorhynchus",0,52,7,1,3,4,17.52,4,18.44,2,2,5,4,1,"Brachiopoda",1,4,2
"Orthotetoidea",0,2,1,1,3,4,41.3,4,43.47,2,2,5,4,1,"Brachiopoda",2,2,1
"Edriosteges",0,62,6,1,3,4,24.7,4,26,2,2,5,4,1,"Brachiopoda",1,4,2
"Strophalosiina",0,2,2,1,3,4,21.33,4,22.45,2,2,5,4,1,"Brachiopoda",1,2,2
"Taeniothaerus",0,16,1,1,3,4,59.36,4,62.48,1,2,5,4,1,"Brachiopoda",2,2,1
"Chonetes",0,6,1,1,3,4,30.34,4,31.94,2,2,5,4,1,"Brachiopoda",2,2,1
"Falafer",0,2,2,1,3,4,30.34,4,31.94,1,2,5,4,1,"Brachiopoda",2,2,1
"Chenxianoproductus",0,11,5,1,3,4,30.34,4,31.94,2,2,5,4,1,"Brachiopoda",1,2,2
"Waagenoconcha",0,18,5,1,3,4,26.02,4,27.39,3,2,5,4,1,"Brachiopoda",2,4,2
"Anidanthus",0,25,5,1,3,4,20.11,4,21.17,3,2,5,4,1,"Brachiopoda",1,4,3
"Linoproductus",0,7,5,1,3,4,22.78,4,23.98,3,2,5,4,1,"Brachiopoda",1,2,2
"Gubleria",0,17,4,1,3,4,33.99,4,35.78,2,2,5,4,1,"Brachiopoda",1,2,2
"Keyserlingina",0,12,4,1,3,4,33.99,4,35.78,2,2,5,4,1,"Brachiopoda",1,2,2
"Leptodus",0,150,8,1,3,4,33.99,4,35.78,2,2,5,4,1,"Brachiopoda",1,4,3
"Oldhamina1",0,18,1,1,3,4,21.24,4,22.36,1,2,5,4,1,"Brachiopoda",1,2,2
"Oldhamina2",0,90,10,1,3,4,29.31,4,30.85,2,2,5,4,1,"Brachiopoda",1,4,3
"Pararigbyella",1,2,2,1,3,4,15.27,4,16.07,1,2,5,4,1,"Brachiopoda",1,1,2
"Chianella",0,5,1,1,3,4,14.25,4,15,2,2,5,4,1,"Brachiopoda",1,2,2
"Compressoproductus",0,19,5,1,3,4,34.32,4,36.12,3,2,5,4,1,"Brachiopoda",1,4,2
"Costatumulus",0,29,3,1,3,4,28.36,4,29.85,2,2,5,4,1,"Brachiopoda",2,4,3
"Monticulifera",1,15,5,1,3,4,43.1,4,45.37,2,2,5,4,1,"Brachiopoda",1,2,2
"Dicystoconcha",1,9,1,1,3,4,18.02,4,18.97,1,2,5,4,1,"Brachiopoda",1,1,2
"Permianella",0,10,2,1,3,4,37.28,4,39.24,3,2,5,4,1,"Brachiopoda",1,2,2
"Cathaysia",0,168,8,1,3,4,10.75,4,11.31,2,2,5,4,1,"Brachiopoda",1,4,3
"Chonetella",0,14,3,1,3,3,8.5,3,8.94,2,2,5,4,1,"Brachiopoda",2,2,1
"Costispinifera",0,10,4,1,3,3,8.5,3,8.94,2,2,5,4,1,"Brachiopoda",1,2,2
"Echinauris",0,16,4,1,3,4,32.94,4,34.68,3,2,5,4,1,"Brachiopoda",1,2,2
"Haydenella",0,170,17,1,3,3,8.5,3,8.94,2,2,5,4,1,"Brachiopoda",1,4,2
"Haydenoides",0,3,2,1,3,4,44.56,4,46.9,2,2,5,4,1,"Brachiopoda",1,2,2
"Lamnimargus",1,3,2,1,3,4,19.75,4,20.78,2,2,5,4,1,"Brachiopoda",2,2,1
"Marginifera",0,21,9,1,3,4,16.12,4,16.97,3,2,5,4,1,"Brachiopoda",1,2,2
"Neoplicatifera",0,20,4,1,3,4,23.27,4,24.49,3,2,5,4,1,"Brachiopoda",1,4,2
"Ogbinia",0,5,3,1,3,4,33.99,4,35.78,3,2,5,4,1,"Brachiopoda",1,2,2
"Paramarginifera",1,4,2,1,3,4,20.15,4,21.21,2,2,5,4,1,"Brachiopoda",1,1,2
"Paryphella",0,314,17,1,3,4,11.64,4,12.25,2,2,5,4,1,"Brachiopoda",1,4,3
"Retimarginifera",0,23,2,1,3,4,33.13,4,34.87,2,2,5,4,1,"Brachiopoda",2,2,1
"Spinomarginifera",0,335,17,1,3,4,10.41,4,10.95,2,2,5,4,1,"Brachiopoda",1,4,3
"Transennatia",0,62,5,1,3,4,14.22,4,14.97,2,2,5,4,1,"Brachiopoda",1,4,2
"Dictyoclostus",0,6,2,1,3,4,56.2,4,59.16,2,2,5,4,1,"Brachiopoda",1,2,2
"Liraplecta",0,2,1,1,3,4,16.12,4,16.97,3,2,5,4,1,"Brachiopoda",4,4,1
"Niutoushania",1,7,3,1,3,4,32.91,4,34.64,3,2,5,4,1,"Brachiopoda",2,2,2
"Tyloplecta",0,97,8,1,3,4,41.68,4,43.87,2,2,5,4,1,"Brachiopoda",1,4,2
"Richthofenia",0,17,4,1,3,4,13.27,4,13.96,2,2,5,4,1,"Brachiopoda",1,2,2
"Chonetinella",0,4,4,1,3,3,5.93,3,6.24,2,2,5,4,1,"Brachiopoda",1,2,2
"Fusichonetes",0,76,3,1,3,3,5.93,3,6.24,2,2,5,4,1,"Brachiopoda",1,4,3
"Neochonetes2",0,264,19,1,3,3,8.65,3,9.1,2,2,5,4,1,"Brachiopoda",1,4,3
"Tenuichonetes",0,6,3,1,3,3,8.01,3,8.43,2,2,5,4,1,"Brachiopoda",1,4,2
"Tethyochonetes2",0,250,12,1,3,4,10.67,4,10.12,2,2,5,4,1,"Brachiopoda",1,4,3
"Tethyochonetes3",0,72,5,1,3,4,40.31,4,42.43,3,2,5,4,1,"Brachiopoda",1,4,3
"Waagenites2",0,54,5,1,3,3,7.66,3,8.06,2,2,5,4,1,"Brachiopoda",1,4,2
"Waagenites3",0,51,2,1,3,4,14.41,4,15.17,3,2,5,4,1,"Brachiopoda",1,4,2
"Striatospica",0,3,1,1,3,3,6.65,3,7,2,2,5,4,1,"Brachiopoda",2,2,1
"Alatoproductus",0,4,2,1,3,3,9.5,4,10,3,2,5,4,1,"Brachiopoda",1,2,2
"Licharewiella",0,7,3,1,3,3,4.65,3,4.9,2,2,5,4,1,"Brachiopoda",2,2,1
"Marginalosia",0,10,1,1,3,3,4.65,3,4.9,2,2,5,4,1,"Brachiopoda",2,2,1
"Tschernyschewia",0,44,5,1,3,4,24.95,4,26.27,2,2,5,4,1,"Brachiopoda",1,4,2
"Dybowskiella",0,4,2,1,3,4,50,4,50,1,2,5,4,1,"Bryozoa",1,2,2
"Fistulipora",0,9,8,1,3,4,50,4,50,1,2,5,4,1,"Bryozoa",1,2,2
"Acanthocladia",0,3,2,1,3,4,50,4,50,1,2,5,4,1,"Bryozoa",2,2,1
"Penniretepora",1,2,2,1,3,4,50,4,50,1,2,5,4,1,"Bryozoa",2,2,2
"Fenestella",0,12,4,1,3,4,50,4,50,1,2,5,4,1,"Bryozoa",1,2,2
"Polypora",0,17,7,1,3,4,50,4,50,1,2,5,4,1,"Bryozoa",1,4,2
"Rhombopora",0,3,3,1,3,4,50,4,50,1,2,5,4,1,"Bryozoa",2,2,1
"Macroporella",0,8,2,2,1,2,0.45,3,1,1,2,5,1,1,"Chlorophyta",2,2,1
"Pseudovermiporella",0,19,4,2,1,3,1.11,3,2.46,1,2,5,1,1,"Chlorophyta",2,4,1
"Vermiporella",0,5,2,2,1,3,1.11,3,2.46,1,2,5,1,1,"Chlorophyta",2,2,1
"Arthracoporella",1,6,2,2,1,2,0.45,3,1,1,2,5,1,1,"Chlorophyta",2,2,1
"Diplopora",0,26,2,2,1,2,0.23,2,0.5,1,2,5,1,1,"Chlorophyta",2,4,1
"Mizzia",0,17,2,2,1,2,0.45,3,1,1,2,5,1,1,"Chlorophyta",2,2,1
"Clarkina",0,449,42,3,7,1,0,1,0,1,1,1,2,3,"Chordata",2,4,2
"Hindeodus",0,465,23,3,7,1,0,1,0,1,1,1,2,3,"Chordata",2,4,2
"Jinogondolella",1,117,11,3,7,1,0,1,0,1,1,1,2,3,"Chordata",2,4,2
"Amplexocarinia",1,2,1,1,1,4,18.71,4,18.71,1,2,5,3,1,"Cnidaria",2,4,1
"Lophocarinophyllum",0,3,2,1,2,4,15,4,15,1,2,5,3,1,"Cnidaria",2,2,1
"Lophophyllidium",0,26,7,1,2,4,24.19,4,24.19,1,2,5,3,1,"Cnidaria",2,4,1
"Asserculinia",0,6,2,1,2,3,8.94,3,8.94,1,2,5,3,1,"Cnidaria",1,2,2
"Tachylasma",1,6,3,1,2,4,15,4,15,1,2,5,3,1,"Cnidaria",1,4,2
"Paracaninia",0,11,8,1,2,4,20.9,4,20.9,1,2,5,3,1,"Cnidaria",2,4,1
"Plerophyllum",0,3,3,1,2,4,15,4,15,1,2,5,3,1,"Cnidaria",1,2,2
"Ufimia",1,7,1,1,2,4,19.08,4,19.08,1,2,5,3,1,"Cnidaria",2,4,1
"Liangshanophyllum",0,8,5,1,1,4,50,4,50,1,2,5,3,1,"Cnidaria",1,2,2
"Pseudohuangia",1,2,1,1,1,4,50,4,50,1,2,5,3,1,"Cnidaria",2,4,1
"Waagenophyllum",0,11,7,1,1,4,50,4,50,1,2,5,3,1,"Cnidaria",2,4,1
"Heshanophyllum",1,3,1,1,1,4,50,4,50,1,2,5,3,1,"Cnidaria",5,0,1
"Sphernophyllum",1,2,2,1,1,4,50,4,50,1,2,5,3,1,"Cnidaria",5,0,0
"Calcitornella",0,2,1,2,2,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,2,1
"Hemigordiopsis",0,4,4,2,2,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,2,1
"Hemigordius",0,153,22,2,2,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,4,3
"Agathammina",0,33,10,2,2,2,0.34,2,0.57,1,3,4,1,1,"Foraminifera",2,4,1
"Multidiscus1",0,9,3,2,2,2,0.12,2,0.19,1,3,4,1,1,"Foraminifera",2,4,2
"Lituotuba",0,5,1,2,2,2,0.04,2,0.07,1,3,4,1,1,"Foraminifera",2,2,1
"Neodiscus",0,21,7,2,2,2,0.06,2,0.1,1,3,4,1,1,"Foraminifera",1,4,2
"Abadehella",0,7,5,1,3,2,0.72,3,1.2,1,3,4,1,1,"Foraminifera",2,2,1
"Diplosphaerina",0,94,4,1,3,2,0.06,2,0.1,1,3,4,1,1,"Foraminifera",2,4,1
"Eotubentina",0,40,5,1,3,2,0.06,2,0.1,1,3,4,1,1,"Foraminifera",2,4,1
"Dagmarita",0,136,10,1,3,2,0.17,2,0.28,1,3,4,1,1,"Foraminifera",1,3,2
"Globivalvulina",0,142,13,1,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,4,1
"Paraglobivalvulina",0,36,6,1,3,2,0.21,2,0.35,1,3,4,1,1,"Foraminifera",2,2,1
"Sengoerina",0,11,1,1,3,2,0.15,2,0.24,1,3,4,1,1,"Foraminifera",2,2,1
"Bradyina",0,8,3,1,3,2,0.13,2,0.22,1,3,4,1,1,"Foraminifera",2,4,1
"Postendothyra",0,30,6,1,3,2,0.3,2,0.5,1,3,4,1,1,"Foraminifera",2,2,1
"Colaniella",0,125,10,1,3,2,0.52,2,0.87,1,3,4,1,1,"Foraminifera",1,4,2
"Earlandia",0,169,8,1,3,2,0.21,2,0.35,1,3,4,1,1,"Foraminifera",2,4,2
"Endothyra",0,12,2,1,3,2,0.23,2,0.39,1,3,4,1,1,"Foraminifera",2,2,1
"Neoendothyra",0,60,11,1,3,2,0.34,2,0.57,1,3,4,1,1,"Foraminifera",2,4,3
"Plectogyra",0,5,1,1,3,2,0.04,2,0.07,1,3,4,1,1,"Foraminifera",2,2,1
"Lasiodiscus",0,15,3,1,3,2,0.18,2,0.3,1,3,4,1,1,"Foraminifera",2,4,3
"Lepidolina",1,4,2,1,3,2,0.3,2,0.5,1,3,4,1,1,"Foraminifera",2,4,1
"Padangia",0,9,3,1,3,2,0.24,2,0.4,1,3,4,1,1,"Foraminifera",2,2,1
"Reichelina",0,218,14,1,3,2,0.24,2,0.4,1,3,4,1,1,"Foraminifera",1,4,2
"Pachyphloia",0,263,25,1,3,2,0.19,2,0.32,1,3,4,1,1,"Foraminifera",1,4,2
"Climacammina",0,41,12,1,3,2,0.95,3,1.58,1,3,4,1,1,"Foraminifera",2,4,1
"Cribrogenerina",0,42,10,1,3,2,0.4,2,0.66,1,3,4,1,1,"Foraminifera",2,2,1
"Deckerella",0,22,8,1,3,2,0.4,2,0.66,1,3,4,1,1,"Foraminifera",2,2,1
"Palaeotextularia",0,59,7,1,3,3,2.1,3,3.5,1,3,4,1,1,"Foraminifera",2,4,2
"Parathurammina",1,10,1,1,3,3,2.1,3,3.5,1,3,4,1,1,"Foraminifera",2,2,1
"Brunsia",0,2,2,1,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,2,1
"Pseudoammodiscus",0,11,2,1,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,2,1
"Codonofusiella",0,67,17,1,3,2,0.36,2,0.6,1,3,4,1,1,"Foraminifera",1,4,2
"Dunbarula",0,3,2,1,3,3,1.9,3,3.16,1,3,4,1,1,"Foraminifera",2,2,1
"Gallowayinella",1,3,2,1,3,2,0.72,3,1.2,1,3,4,1,1,"Foraminifera",4,4,1
"Palaeofusulina",0,262,35,1,3,2,0.85,3,1.41,1,3,4,1,1,"Foraminifera",2,4,1
"Schubertella",0,3,2,1,3,2,0.31,2,0.51,1,3,4,1,1,"Foraminifera",2,2,1
"Eoverbeekina",0,7,2,1,3,3,2.22,3,3.7,1,3,4,1,1,"Foraminifera",2,2,1
"Nankinella",0,87,17,1,3,2,0.89,3,1.48,1,3,4,1,1,"Foraminifera",1,2,2
"Sphaerulina",0,29,5,1,3,2,0.57,2,0.95,1,3,4,1,1,"Foraminifera",1,2,2
"Staffella",0,7,6,1,3,2,0.21,2,0.35,1,3,4,1,1,"Foraminifera",2,2,1
"Tetrataxis",0,21,10,1,3,2,0.34,2,0.57,1,3,4,1,1,"Foraminifera",2,4,1
"Tuberitina",0,19,2,1,3,2,0.06,2,0.1,1,3,4,1,1,"Foraminifera",2,4,1
"Pseudovidalina",0,4,2,1,3,2,0.03,2,0.04,1,3,4,1,1,"Foraminifera",2,4,1
"Tewoella",1,2,1,1,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",4,4,1
"Ammodiscus",0,84,6,2,3,2,0.1,2,0.17,1,3,4,1,1,"Foraminifera",1,4,2
"Glomospira",0,347,15,2,3,2,0.22,2,0.36,1,3,4,1,1,"Foraminifera",1,4,2
"Glomospirella",0,96,12,2,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,4,3
"Tolypammina",0,78,5,2,3,2,0.19,2,0.32,1,3,4,1,1,"Foraminifera",2,4,1
"Ichthyofrondina",0,34,3,2,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",2,4,2
"Geinitzina",0,233,24,2,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",1,4,3
"Cryptoseptida",0,20,5,2,3,2,0.15,2,0.24,1,3,4,1,1,"Foraminifera",2,4,1
"Frondicularia",0,57,8,2,3,2,0.21,2,0.35,1,3,4,1,1,"Foraminifera",1,4,2
"Lingulina",0,12,3,2,3,2,0.06,2,0.1,1,3,4,1,1,"Foraminifera",2,2,1
"Nodosaria",0,406,43,2,3,2,0.12,2,0.2,1,3,4,1,1,"Foraminifera",1,4,3
"Nodosinelloides",0,184,9,2,3,2,0.1,2,0.17,1,3,4,1,1,"Foraminifera",2,4,2
"Frondina",0,67,9,2,3,2,0.04,2,0.06,1,3,4,1,1,"Foraminifera",2,4,1
"Pararobuloides",0,2,1,2,3,2,0.04,2,0.07,1,3,4,1,1,"Foraminifera",1,2,2
"Robuloides",0,72,7,2,3,2,0.05,2,0.09,1,3,4,1,1,"Foraminifera",2,4,1
"Rectostipulina",0,50,6,2,3,2,0.13,2,0.22,1,3,4,1,1,"Foraminifera",2,4,1
"Langella",0,34,7,2,3,2,0.29,2,0.49,1,3,4,1,1,"Foraminifera",2,2,1
"Pseudoglandulina",0,103,16,2,3,2,0.17,2,0.28,1,3,4,1,1,"Foraminifera",1,4,2
"Pseudolangella",0,6,3,2,3,2,0.15,2,0.24,1,3,4,1,1,"Foraminifera",2,4,3
"Gruthanyiuella",1,5,1,2,1,2,0.19,2,0.32,1,3,4,1,1,"Foraminifera",4,4,1
"Paraorbuloides",0,2,1,2,1,2,0.19,2,0.32,1,3,4,1,1,"Foraminifera",5,0,1
"Tezequina",0,2,1,2,1,2,0.19,2,0.32,1,3,4,1,1,"Foraminifera",2,3,1
"Grammatodon",0,10,2,2,1,4,43.34,4,50.99,2,3,3,3,1,"Mollusca",1,2,2
"Parallelodon2",0,19,8,2,1,4,23.66,4,23.66,2,3,3,3,1,"Mollusca",1,4,3
"Astartella",0,52,6,2,1,3,4.55,3,5.35,2,4,2,3,1,"Mollusca",1,2,2
"Gujocardita",0,17,3,2,1,3,5.03,3,5.92,3,4,2,3,1,"Mollusca",1,2,2
